Muestra,TipoDI,Garantia,EstadoActual,Cobertura,Producto,Intermediario,ValorDesembolso,SaldoCredito,SaldoGarantizado,Incumplimiento,FechaAnulacion,Reactivacion,Ciudad,%Comision,TotalComision
DI - Banco Finandina,Demanda,7808755,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,140339818,1221498,610749,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,10.77,17986372
DI - Banco Finandina,Demanda,7808792,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,163900000,163900000,81950000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,9.89,19289555
DI - Banco Finandina,Demanda,7795185,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,18205038,17711712,8855856,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,2231392
DI - Banco Finandina,Demanda,7795198,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,18396949,17875844,8937922,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,2322780
DI - Banco Finandina,Demanda,7795210,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,17915851,17516815,8758408,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,2262037
DI - Banco Finandina,Demanda,7795227,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,15994799,15720589,7860295,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,12.21,2324028
DI - Banco Finandina,Demanda,7803883,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,18037364,17404875,8702438,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,2243036
DI - Banco Finandina,Demanda,7803891,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,25517058,24997311,12498656,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,3173174
DI - Banco Finandina,Demanda,7803896,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,25548938,24938519,12469260,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,3225783
DI - Banco Finandina,Demanda,7803899,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,28718543,28023521,14011761,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,10.61,3625975
DI - Banco Finandina,Demanda,7803900,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,34374000,34374000,17187000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,4151864
DI - Banco Finandina,Demanda,7803904,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,35084607,34249865,17124933,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,4429747
DI - Banco Finandina,Demanda,7803908,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,36855035,36455225,18227613,Diferencia en fecha y monto de desembolso,44456,Si,No aplica,10.45,4583108
DI - Banco Finandina,Demanda,7803911,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,57250376,55212122,27606061,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,7228375
DI - Banco Finandina,Demanda,7803913,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,60000000,60000000,30000000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.48,8196720
DI - Banco Finandina,Demanda,7803914,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,76351918,60000000,30000000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,9640117
DI - Banco Finandina,Demanda,7808670,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,77673086,76044633,38022317,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,9659037
DI - Banco Finandina,Demanda,7808672,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,76897143,34237953,17118977,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,9562544
DI - Banco Finandina,Demanda,7820587,Vigente,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,122150000,120381536,60190768,Diferencia tipo de cartera entre los soportes,44456,Si,No aplica,11.79,17137767
Tamaño del deudor,Demanda,5640312,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,2000000000,1533333330,1379999997,Incumplimiento en tamaño del deudor,44412,NO,No aplica,4.26,101388000
Tamaño del deudor,Demanda,7776766,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO AGRARIO,400000000,400000000,200000000,Incumplimiento en tamaño del deudor,44417,NO,No aplica,2.85,13566000
Tamaño del deudor,Demanda,7838038,Anulada,80,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,CFC DANN REGIONAL,1500000000,1499415417,1199532334,Incumplimiento en tamaño del deudor,44417,NO,No aplica,1.97,35164500
Tamaño del deudor,Demanda,5732298,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,823000000,588202533,529382280,Incumplimiento en tamaño del deudor,44412,NO,No aplica,4.26,41721162
Tamaño del deudor,Demanda,5807015,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,330000000,274667902,247201112,Incumplimiento en tamaño del deudor,44412,NO,No aplica,4.26,16729020
Tamaño del deudor,Demanda,5813224,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,277344000,229816178,206834560,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.72,8977071
Tamaño del deudor,Demanda,5935274,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,FINAKTIVA,330000000,58864800,29432400,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.9,7461300
Tamaño del deudor,Demanda,5973539,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,666054640,178000,89000,Incumplimiento en tamaño del deudor,44440,NO,No aplica,0.95,7529748
Tamaño del deudor,Demanda,6045060,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,951158876,1305000000,1174500000,Incumplimiento en tamaño del deudor,44412,NO,No aplica,4.26,48218048
Tamaño del deudor,Demanda,6212015,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,57000000,50666665,45599999,Incumplimiento en tamaño del deudor,44412,NO,No aplica,3.49,2367267
Tamaño del deudor,Demanda,6255150,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,431424000,405469926,364922933,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.72,13964332
Tamaño del deudor,Demanda,6255093,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BBVA,300000000,233333332,209999999,Incumplimiento en tamaño del deudor,44405,NO,No aplica,3.49,12459300
Tamaño del deudor,Demanda,6356888,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCO DE BOGOTA,102920000,102889865,92600879,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.72,3331315
Tamaño del deudor,Demanda,6412654,Anulada,80,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,FINAKTIVA,400000000,205244254,164195403,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.97,9377200
Tamaño del deudor,Demanda,6684459,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,146172000,36543000,18271500,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.85,4957423
Tamaño del deudor,Demanda,6860111,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DAVIVIENDA,600000000,50769234,25384617,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.85,20349000
Tamaño del deudor,Demanda,6905764,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,110000000,50769234,25384617,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.85,3730650
Tamaño del deudor,Demanda,7048880,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,295000000,245833327,122916664,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.85,10004925
Tamaño del deudor,Demanda,7132295,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,332520848,97159,48580,Incumplimiento en tamaño del deudor,44440,NO,No aplica,1.43,5658507
Tamaño del deudor,Demanda,7179070,Anulada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCOLOMBIA,1244423928,1239819163,1115837247,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.72,40279514
Tamaño del deudor,Demanda,7264382,Anulada,30,EMP053 LEASING ALTA COMERCIABILIDAD,BANCO DAVIVIENDA,1138841088,1138841088,341652326,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.45,33202912
Tamaño del deudor,Demanda,7326842,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,85410679,24001,12001,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.43,1453434
Tamaño del deudor,Demanda,7438548,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,90715889,25182,12591,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.43,1543712
Tamaño del deudor,Demanda,7477167,Anulada,80,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BBVA,1000000000,1000000000,800000000,Incumplimiento en tamaño del deudor,44405,NO,No aplica,2.53,30107000
Tamaño del deudor,Demanda,7491452,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,432713330,117683,58842,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.43,7363483
Tamaño del deudor,Demanda,7738679,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,1500000000,1500000000,750000000,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.43,25525500
Tamaño del deudor,Demanda,7824435,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE OCCIDENTE,53235010,14500,7250,Incumplimiento en tamaño del deudor,44405,NO,No aplica,1.43,905900
Tamaño del deudor,Demanda,7933203,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DE BOGOTA,250000000,250000000,175000000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.9,11602500
Tamaño del deudor,Demanda,7928311,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE OCCIDENTE,200000000,199779049,159823239,Incumplimiento en tamaño del deudor,44517,NO,No aplica,3.85,9163000
Tamaño del deudor,Demanda,7927843,Anulada,30,EMP080 GARANTÍA PYME PREFERENTE,ITAU,770000000,513333333,154000000,Incumplimiento en tamaño del deudor,44517,NO,No aplica,2.85,26114550
Tamaño del deudor,Demanda,7941313,Cancelada - No desembolso,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCO DAVIVIENDA,150000000,0,12000000000,Incumplimiento en tamaño del deudor,44476,NO,No aplica,3.85,6872250
Tamaño del deudor,Demanda,7950424,Cancelada - No desembolso,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DAVIVIENDA,373000000,0,26110000000,Incumplimiento en tamaño del deudor,44476,Si,No aplica,2.7,11984490
Tamaño del deudor,Demanda,7902892,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCOLOMBIA,300000000,299952641,209966849,Incumplimiento en tamaño del deudor,44523,NO,No aplica,2.7,9639000
Tamaño del deudor,Demanda,7907189,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DAVIVIENDA,63000000,57749863,46199890,Incumplimiento en tamaño del deudor,44498,NO,No aplica,5.56,4168332
Tamaño del deudor,Demanda,7922394,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DE BOGOTA,300000000,299999999,209999999,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.9,13923000
Tamaño del deudor,Demanda,7974417,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCO DE BOGOTA,267762000,243910361,195128289,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.85,12267516
Tamaño del deudor,Demanda,7926218,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BBVA,100000000,100000000,80000000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,4.7,5593000
Tamaño del deudor,Demanda,7914792,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DAVIVIENDA,200000000,199998371,139998860,Incumplimiento en tamaño del deudor,44692,NO,No aplica,2.7,6426000
Tamaño del deudor,Demanda,7909766,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DAVIVIENDA,8000000,7107551,3553776,Incumplimiento en tamaño del deudor,44498,NO,No aplica,2.85,271320
Tamaño del deudor,Demanda,7941724,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOOMEVA,80000000,75553850,60443080,Incumplimiento en tamaño del deudor,44498,NO,No aplica,5.56,5293120
Tamaño del deudor,Demanda,7922585,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE BOGOTA,99375000,88333332,70666666,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.85,4552866
Tamaño del deudor,Demanda,7973354,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DE BOGOTA,60000000,60000000,42000000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,2.7,1927800
Tamaño del deudor,Demanda,7888233,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BBVA,120000000,106666668,85333334,Incumplimiento en tamaño del deudor,44498,NO,No aplica,5.56,7939680
Tamaño del deudor,Demanda,7944711,Anulada,40,EMP054 LEASING BAJA COMERCIABILIDAD,BANCO DE OCCIDENTE,558000000,0,22320000000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.3,21912660
Tamaño del deudor,Demanda,7972170,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO DE BOGOTA,360000000,299999999,150000000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,2.85,12209400
Tamaño del deudor,Demanda,7980232,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DAVIVIENDA,1300000000,1299997879,909998515,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.9,60333000
Tamaño del deudor,Demanda,7901514,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DAVIVIENDA,115000000,109899205,87919364,Incumplimiento en tamaño del deudor,44692,NO,No aplica,5.56,7608860
Tamaño del deudor,Demanda,7900741,Cancelada - No desembolso,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,1500000000,0,75000000000,Incumplimiento en tamaño del deudor,44476,NO,No aplica,2.85,50872500
Tamaño del deudor,Demanda,7901129,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,1500000000,1500000000,750000000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,2.85,50872500
Tamaño del deudor,Demanda,7940479,Extinguida - Saldada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,100000000,83333338,66666670,Incumplimiento en tamaño del deudor,44476,NO,No aplica,3.85,4581500
Tamaño del deudor,Demanda,7941512,Cancelada - No desembolso,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,100000000,0,8000000000,Incumplimiento en tamaño del deudor,44476,NO,No aplica,3.85,4581500
Tamaño del deudor,Demanda,7945216,Cancelada - No desembolso,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,100000000,0,8000000000,Incumplimiento en tamaño del deudor,44476,Si,No aplica,3.85,4581500
Tamaño del deudor,Demanda,7937992,Vigente,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO AGRARIO,250000000,250000000,200000000,Incumplimiento en tamaño del deudor,44498,SI,No aplica,9.3,26864250
Tamaño del deudor,Demanda,7938599,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE BOGOTA,460000000,408888885,327111108,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.85,21074900
Tamaño del deudor,Demanda,7950305,Cancelada - No desembolso,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BBVA,100000000,0,8000000000,Incumplimiento en tamaño del deudor,44476,Si,No aplica,3.85,4581500
Tamaño del deudor,Demanda,7951561,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BBVA,100000000,94999999,75999999,Incumplimiento en tamaño del deudor,44498,NO,No aplica,7.27,8651300
Tamaño del deudor,Demanda,7945841,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BBVA,771000000,771000000,539700000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.6,33029640
Tamaño del deudor,Demanda,7945842,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BBVA,251000000,251000000,175700000,Incumplimiento en tamaño del deudor,44498,NO,No aplica,3.1,8990569
Tamaño del deudor,Demanda,7944069,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BBVA,775000000,0,54250000000,Incumplimiento en tamaño del deudor,44476,NO,No aplica,2.7,24900750
Tamaño del deudor,Demanda,7944070,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BBVA,289000000,0,20230000000,Incumplimiento en tamaño del deudor,44476,NO,No aplica,2.7,9285570
Tamaño del deudor,Demanda,8018981,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DE BOGOTA,500000000,500000000,350000000,Incumplimiento en tamaño del deudor,44523,NO,No aplica,2.7,16065000
Tamaño del deudor,Demanda,7944087,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCO DAVIVIENDA,20000000,19996564,15997251,Incumplimiento en tamaño del deudor,44575,NO,No aplica,3.85,916300
Tamaño del deudor,Demanda,7980297,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BBVA,50000000,45833334,36666667,Incumplimiento en tamaño del deudor,44575,NO,No aplica,4.7,2796500
Tamaño del deudor,Demanda,8017978,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,136000000,102000001,81600001,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,6230840
Tamaño del deudor,Demanda,8004218,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOLOMBIA,55000000,48888889,39111111,Incumplimiento en tamaño del deudor,44575,NO,No aplica,3.85,2519825
Tamaño del deudor,Demanda,7982625,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOLOMBIA,200000000,150000000,120000000,Incumplimiento en tamaño del deudor,44575,NO,No aplica,3.85,9163000
Tamaño del deudor,Demanda,7983008,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,110000000,100833315,80666652,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,5039650
Tamaño del deudor,Demanda,7944978,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCOLOMBIA,150000000,149709909,104796936,Incumplimiento en tamaño del deudor,44523,NO,No aplica,2.7,4819500
Tamaño del deudor,Demanda,8043234,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE BOGOTA,480000000,480000000,384000000,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,21991200
Tamaño del deudor,Demanda,7909195,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE BOGOTA,500000000,498435067,398748054,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,22907500
Tamaño del deudor,Demanda,7905473,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOLOMBIA,25200000,22400000,17920000,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,1154538
Tamaño del deudor,Demanda,7931000,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOLOMBIA,200000000,183333334,146666667,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,9163000
Tamaño del deudor,Demanda,7946701,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BBVA,350000000,313852858,251082286,Incumplimiento en tamaño del deudor,44523,NO,No aplica,5.56,23157400
Tamaño del deudor,Demanda,8018870,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOLOMBIA,500000000,500000000,400000000,Incumplimiento en tamaño del deudor,44575,NO,No aplica,3.85,22907500
Tamaño del deudor,Demanda,8002034,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE BOGOTA,400000000,366666666,293333333,Incumplimiento en tamaño del deudor,44523,NO,No aplica,5.56,26465600
Tamaño del deudor,Demanda,7925978,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE OCCIDENTE,230000000,230000000,184000000,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,10537450
11 Muestra,Periodicas,8019401,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,CONTACTAR,300000000,291269721,233015777,Incumplimiento en tamaño del deudor,44575,NO,PASTO,7.27,25953900
Tamaño del deudor,Demanda,8038155,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOOMEVA,150000000,124991989,99993591,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,6872250
Tamaño del deudor,Demanda,8038198,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOOMEVA,100000000,83327994,66662395,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,4581500
Tamaño del deudor,Demanda,8024431,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCO DE BOGOTA,150000000,149999999,104999999,Incumplimiento en tamaño del deudor,44523,NO,No aplica,2.7,4819500
Tamaño del deudor,Demanda,8043993,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO DE BOGOTA,123196000,123196000,98556800,Incumplimiento en tamaño del deudor,44523,NO,No aplica,3.85,5644225
Tamaño del deudor,Demanda,8008447,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCOLOMBIA,300000000,299383083,209568158,Incumplimiento en tamaño del deudor,44523,NO,No aplica,2.7,9639000
Tamaño del deudor,Demanda,8079877,Anulada,70,EMP201 UNIDOS POR COLOMBIA PYMES AL 60%,BANCOLOMBIA,300000000,300000000,210000000,Incumplimiento en tamaño del deudor,44523,NO,No aplica,2.7,9639000
Tamaño del deudor,Demanda,8030753,Anulada,80,EMP223 UNIDOS POR COLOMBIA MICRO AL 80%,BBVA,300000000,283333334,226666667,Incumplimiento en tamaño del deudor,44523,NO,No aplica,5.56,19849200
Tipo de cartera errado,Demanda,7557941,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA,97001380,93012194,46506097,Diferencia tipo de cartera entre los soportes,44390,NO,No aplica,10.77,12431988
Calificación al desembolso,Demanda,5294185,Cancelada - No actualizada en Saldos,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO PICHINCHA,46000000,30531128,12212451,Consolidacion de pasivos no permitida,,NO,No aplica,3.1642200,
Consolidación de pasivos,Demanda,7397076,Anulada,90,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,FUNDACION COOMEVA,34400000,11417926,10276133,Consolidacion de pasivos no permitida,44503,NO,No aplica,3.4,1391824
Tamaño del deudor,Demanda,6294606,Anulada,80,EMP203 UNIDOS POR COLOMBIA TRABINDEPAL 80%,BANCO CAJA SOCIAL,5999985,5430215,4344172,Plazo incumplido para el producto,44560,NO,BOGOTA,3.87,276317
Falsificación documentos,Demanda,7337754,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,100000000,91666562,45833281,Calificacion no autorizada,44587,NO,BOGOTA,2.85,3391500
Nóminas,Demanda,5929944,Extinguida - Saldada,90,EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%,BANCOLOMBIA,40000000,5000000,4500000,No presenta soporte documental de pago PILA,,NO,GIRON,2.72,1294720
10 Muestra,Periodicas,7908549,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CORPORACIÓN ACTUAR FAMIEMPRESAS,9100000,6112623,4890099,Incumplimiento en tamaño del deudor,44620,NO,PEREIRA,4.7,508963
10 Muestra,Periodicas,7897532,Anulada,8,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,REFERENCIA SAS,18000000,17569961,140560,Incumplimiento en tamaño del deudor,44684,NO,BOGOTA,5.56,1190952
11 Muestra,Periodicas,8021741,Anulada,5,EMP023 MICROCREDITO EMPRESARIAL ,CONFIAR - COOP FINANCIERA,13344561,10983746,54919,Incumplimiento en tamaño del deudor,44684,NO,BELLO,10.4,1651523
12 Muestra  ,Periodicas,8066783,Anulada,4,EMP103 MICROFINANZAS ESPECIALIZADAS,BANCO DE BOGOTA,2389897,1692651,6771,Incumplimiento en tamaño del deudor,44677,NO,FLORENCIA-18,7.67,218133
12 Muestra  ,Periodicas,8097258,Anulada,4,EMP023 MICROCREDITO EMPRESARIAL ,BANCO DE BOGOTA,20000000,18376187,73505,Incumplimiento en tamaño del deudor,44677,NO,BOGOTA,8.1,1927800
12 Muestra  ,Periodicas,8044763,Anulada,8,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CONFIAR - COOP FINANCIERA,21081480,18922801,151382,Incumplimiento en tamaño del deudor,44684,NO,MEDELLIN,5.13,1286961
12 Muestra  ,Periodicas,8085071,Anulada,5,EMP200 CUPOS ROTATIVOS GLOBALES,ZINOBE SAS,65000000,58088225,290441,Calificacion no autorizada,44684,NO,SANTANA,0.39,301665
12 Muestra  ,Periodicas,8075442,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO MUNDO MUJER,120000000,107442002,859536,Incumplimiento en tamaño del deudor,44733,NO,BOGOTA,5.56,7939680
13 Muestra ,Periodicas,8145422,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO MUNDO MUJER,42000000,33800767,270406,Incumplimiento en tamaño del deudor,44733,NO,PASTO,4.28,2139144
13 Muestra,Periodicas,8133585,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,CREZCAMOS SA,54000000,51158479,409268,Incumplimiento en tamaño del deudor,44684,NO,SANTA MARTA,3.85,2474010
