No ;Muestra;Garantía;Estado actual SAP;Cobertura;Nombre producto ;Intermediario ;TPID Deudor;ID Deudor;Nombre Deudor; Valor desembolso Anexo 5 ;AUDITOR; SALDO DE CREDITO ; SALDO GARANTIZADO ;FECHA DE CORTE DEL SALDO;FECHA INICIO DE MORA;Clasificación Motivo de anulación (Incumplimiento);Fecha de anulacion;Reactivación;Ciudad
363;15 Muestra;8266851;Anulada;0.8;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;FINAKTIVA;NIT;9001443079;SISTEMAS LOGISTICOS INTEGRAL;$ 890.000.000;Dayana Paez;$ 377.772.591;$ 3.022.181;27/07/2022;-;Incumplimiento en tamaño del deudor;8/08/2022;NO;COTA
364;14 Muestra;8221954;Anulada;0.3;EMP053 LEASING ALTA COMERCIABILIDAD;BBVA;CC;1051954453;GARCIA CARDENAS JOSE FERNEY;$ 300.925.714;Oscar Reyes;$ 250.698.063;$ 752.094;30/06/2022;-;Incumplimiento en tamaño del deudor;8/08/2022;NO;CALI
365;14 Muestra;8219348;Anulada;0.5;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BBVA;NIT;9009857775;DISTRIBUIDORA BONANZA DEL PACIFICO;$ 118.000.000;Oscar Reyes;$ 49.166.669;$ 245.833;30/06/2022;-;Incumplimiento en tamaño del deudor;8/08/2022;NO;BOGOTA
366;15 Muestra;8252250;Anulada;0.8;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;FUNDACION MARIO SANTO DOMINGO;NIT;8901021299;DISTRIMAYOLA CARTAGENA SAS;$ 20.000.000;Dayana Paez;$ 18.787.878;$ 150.303;3/08/2022;-;El producto no esta diseñado para la creacion de Empresa;8/08/2022;NO;CARTAGENA DE INDIAS
367;15 Muestra;8252942;Anulada;0.5;EMP023 MICROCREDITO EMPRESARIAL *;MICROCREDITO AVAL;CC;1024466878;MALAGON REY DIANA CAROLINA;$ 2.717.000;Dayana Paez;$ 2.112.946;$ 10.565;3/08/2022;27/05/2022;Consolidacion de pasivos no permitida;8/08/2022;NO;BOGOTA
368;Inspeccion a demanda;5800618;Anulada;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOLOMBIA;CC;1090508731;DEYBY BLADYMYR GALVAN LAITON;$ 20.000.000;Natalia Prado;$ 18.184.493;$ 12.729.145;31/07/2022;-;Incumplimiento en tamaño del deudor;8/07/2022;NO;CUCUTA
369;Inspeccion a demanda;8152960;Anulada;75;EMP225 UNIDOS POR COLOMBIA MICRO AL 75%;CONTACTAR;CC;36110694;DELGADO  MARIA NILCE;$ 26.996.800;Lina Sarmiento;$ 26.996.800;$ 20.247.600;5/08/2022;-;El producto no permite este tipo de cartera;8/07/2022;NO;PITALITO
370;Inspeccion a demanda;7148229;Anulada;90;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 90%;BANCOLOMBIA;CC;1012330332;MILTON YAMID FONTECHA DIAZ;$ 32.200.000;Natalia Prado;$ 31.405.446;$ 28.264.901;31/07/2022;-;Incumplimiento en tamaño del deudor;19/08/2022;NO;BOGOTA
371;Inspeccion a demanda;7705974;Anulada;90;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 90%;BANCO DAVIVIENDA;CC;55200762;LUZ MERY RAMIREZ CHAUX;$ 30.000.000;Natalia Prado;$ 30.000.000;$ 27.000.000;31/07/2022;-;Incumplimiento en tamaño del deudor;19/08/2022;NO;BOGOTA
372;Inspeccion a demanda;6927590;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;FUNDACION DELAMUJER COLOMBIA SAS;CC;45764282;PEREZ FUENTEZ MERSEDES AMELIA;$ 5.610.624;Lina Sarmiento;$ 5.610.623;$ 3.366.374;1/08/2022;-;Incumplimiento en el requisito de altura de mora;19/08/2022;NO;CARTAGENA DE INDIAS
373;15 Muestra;8255664;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO COOPERATIVO COOPCENTRAL;CC;1075271610;RAMIREZ RAMIREZ CARLOS ANDRES;$ 150.000.000;Carolina Restrepo;$ 138.870.898;$ 69.435.449;6/07/2022;-;Consolidacion de pasivos no permitida;26/08/2022;NO;NEIVA
374;15 Muestra;8266006;Anulada;75;EMP225 UNIDOS POR COLOMBIA MICRO AL 75%;CORPORACION INTERACTUAR;CC;38143542;VALDERRAMA HUERTAS MARY LUZ;$ 9.600.000;Carolina Restrepo;$ 8.727.288;$ 6.545.466;1/07/2022;-;Incumplimiento en tamaño del deudor;26/08/2022;NO;IBAGUE
375;Tamaño del deudor (Corte Julio);7907946;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO DE BOGOTA;NIT;9000048578;FUNDACION EDUCATIVA ANA CARMELA GOM;$ 200.000.000;Iveth Roa;$ 156.249.998;$ 109.374.999;30/06/2022;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
376;Tamaño del deudor (Corte Julio);7950313;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO CAJA SOCIAL;NIT;9006293279;ACUATEC RODRIGUEZ Y SALGAR SAS;$ 120.000.000;Iveth Roa;$ 81.764.556;$ 65.411.645;30/06/2022;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
377;Tamaño del deudor (Corte Julio);7954255;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO DAVIVIENDA;NIT;9003659986;POS SAS;$ 148.000.000;Iveth Roa;$ 124.870.403;$ 87.409.282;30/06/2022;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
378;Tamaño del deudor (Corte Julio);7954256;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO DAVIVIENDA;NIT;9003659986;POS SAS;$ 180.000.000;Iveth Roa;$ 151.870.571;$ 106.309.400;30/06/2022;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
379;Mora temprana OCI;8184790;Anulada;50;EMP023 MICROCREDITO EMPRESARIAL *;COOPSERVIVELEZ LTDA;CC;63370870;PUENTES ZARATE LIDYA ESPERANZA;$ 6.000.000;;$ 5.449.615;$ 2.724.808;30/04/2022;-;Incumplimiento en tamaño del deudor;20/05/2022;NO;CHIPATA
380;Mora temprana OCI;8046368;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1003090962;GUERRERO MENESES MARWILL;$ 2.000.000;Lina Sarmiento;$ 2.000.000;$ 1.200.000;24/05/2022;-;Incumplimiento en tamaño del deudor;25/05/2022;NO;AGUACHICA
381;Mora temprana OCI;6172942;Extinguida - Saldada;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CONTACTAR;CC;98250048;LOPEZ BENICIO;$ 398.585;Lina Sarmiento;$ 398.585;$ 279.010;2/01/2021;-;Incumplimiento en el requisito de altura de mora;25/05/2022;NO;LA UNION-52
382;Mora temprana OCI;6182276;Extinguida - Saldada;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CONTACTAR;CC;1110061137;GARCIA BOLIVAR NORMA CONSTANZA;$ 3.742.331;Lina Sarmiento;$ 3.742.331;$ 2.619.632;16/02/2021;-;Incumplimiento en el requisito de altura de mora;25/05/2022;NO;IBAGUE
383;Mora temprana OCI;6848145;Anulada;90;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 90%;BANCOLDEX;NIT;9005223672;TRANSPORTES WILMARCAL SAS;$ 208.899.102;;$ 208.899.102;$ 188.009.192;17/03/2022;-;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;BOGOTA
384;Mora temprana OCI;8150561;Anulada;70;EMP203 UNIDOS POR COLOMBIA TRABINDEPAL 70%;BANCOLOMBIA;CC;1106397585;BOCANEGRA PADILLA CINDY PAOLA;$ 2.100.000;;$ 2.041.667;$ 1.429.167;31/03/2022;-;Incumplimiento en tamaño del deudor;8/04/2022;NO;PURIFICACION
385;Mora temprana OCI;8172072;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1085110681;OROZCO LLANOS JULIETH PATRICIA;$ 1.500.000;Lina Sarmiento;$ 1.294.533;$ 1.035.626;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;EL RETEN
386;Mora temprana OCI;8172117;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1221966913;NORIEGA UZUGA LUZ ADRIANA;$ 2.000.000;Lina Sarmiento;$ 1.793.832;$ 1.435.066;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;ZONA BANANERA
387;Mora temprana OCI;8172128;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;92534337;CARMONA ARROYO JORGE EMIRO;$ 1.000.000;Lina Sarmiento;$ 715.767;$ 572.614;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SINCELEJO
388;Mora temprana OCI;8171750;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1004319228;PALENCIA GUERRA JOSE DOMINGO;$ 2.000.000;Lina Sarmiento;$ 1.898.853;$ 1.519.082;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;EL BANCO
389;Mora temprana OCI;8171780;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1065583071;MENDEZ OCHOA NAYLEN KATERIN;$ 1.000.000;Lina Sarmiento;$ 653.803;$ 523.042;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;VALLEDUPAR
390;Mora temprana OCI;8172140;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1104870317;GONZALEZ AGRESOTH JUAN LUIS;$ 1.000.000;Lina Sarmiento;$ 837.215;$ 669.772;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;TOLU
391;Mora temprana OCI;8171794;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;37687471;RODRIGUEZ RODRIGUEZ ELISA;$ 3.000.000;Lina Sarmiento;$ 1.912.535;$ 1.530.028;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;PUERTO WILCHES
392;Mora temprana OCI;8172275;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1083042849;PEREZ ECHEVERRIA JEISON ANTONIO;$ 1.000.000;Lina Sarmiento;$ 556.147;$ 444.918;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SANTA MARTA
393;Mora temprana OCI;8172388;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1043672442;ALVAREZ VIZCAINO JENNIFER ESTHER;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SANTA MARTA
394;Mora temprana OCI;8172055;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1098641360;HORMIGA ORTIZ NORBEY;$ 2.000.000;Lina Sarmiento;$ 1.920.876;$ 1.536.701;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;LEBRIJA
395;Mora temprana OCI;8172407;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;26970254;REDONDO MONTERO KELYS ELIANA;$ 1.200.000;Lina Sarmiento;$ 1.118.899;$ 895.119;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SANTA MARTA
396;Mora temprana OCI;8172408;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;57293973;BRITO OCHOA LUDY ROSA;$ 1.500.000;Lina Sarmiento;$ 1.399.197;$ 1.119.358;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SANTA MARTA
397;Mora temprana OCI;8172415;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1056777384;PISCIOTTI VASQUEZ ESTEFANNY LIZETH;$ 1.500.000;Lina Sarmiento;$ 1.185.860;$ 948.688;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;PUERTO BOYACA
398;Mora temprana OCI;8172419;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1007865202;JUAN RINCON;$ 1.060.000;Lina Sarmiento;$ 914.891;$ 731.913;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;PUERTO BOYACA
399;Mora temprana OCI;8172166;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1102864676;ESTRADA AYALA JOSE DUMAR;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SINCELEJO
400;Mora temprana OCI;8171986;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1193299868;VARGAS BALLESTA LUZ GABRIELA;$ 2.000.000;Lina Sarmiento;$ 1.920.876;$ 1.536.701;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;NUEVA GRANADA-47
401;Mora temprana OCI;8172201;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;15049484;BLANCO BEDOYA CARLOS ANTONIO;$ 3.000.000;Lina Sarmiento;$ 2.881.314;$ 2.305.051;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SINCELEJO
402;Mora temprana OCI;8172783;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1067850980;BEGAMBRE MARTINEZ YOELIS DEL CARMEN;$ 2.000.000;Lina Sarmiento;$ 1.898.940;$ 1.519.152;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;MONTERIA
403;Mora temprana OCI;8172248;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1020721734;ROJAS ORTIGOZA CARLOS JULIO;$ 2.000.000;Lina Sarmiento;$ 1.452.718;$ 1.162.174;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;NOBSA
404;Mora temprana OCI;8172039;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;60304959;DIAZ PEÑARANDA ALBA PATRICIA;$ 2.000.000;Lina Sarmiento;$ 1.920.876;$ 1.536.701;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;BARBOSA-68
405;Mora temprana OCI;8172315;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1082852996;MONTAGUT ESCAMILLA EDWIN ANDRES;$ 1.000.000;Lina Sarmiento;$ 863.105;$ 690.484;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SANTA MARTA
406;Mora temprana OCI;8172421;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1056787304;MORENO RAMIREZ VIVIAN ZAMARA;$ 5.000.000;Lina Sarmiento;$ 4.732.073;$ 3.785.658;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;PUERTO BOYACA
407;Mora temprana OCI;8172430;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1041260935;HERNANDEZ GARCIA OMAIRA ESTHER;$ 1.060.000;Lina Sarmiento;$ 988.766;$ 791.013;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;PUERTO BOYACA
408;Mora temprana OCI;8172439;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1098778949;GONZALEZ RAMOS JEFERSON CAMILO;$ 1.200.000;Lina Sarmiento;$ 1.033.309;$ 826.647;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;FLORIDABLANCA
409;Mora temprana OCI;8172272;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;57435026;CANO MOLINA LEONOR;$ 2.000.000;Lina Sarmiento;$ 1.684.788;$ 1.010.873;31/03/2022;-;Diferencia en fecha y monto de desembolso;8/04/2022;NO;SANTA MARTA
410;Mora temprana OCI;6078045;Anulada;80;EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%;SERVICIOS CREDITICIOS ONLINE DE COL;CC;45525879;TORRES GARCIA GLORIA CRISTINA;$ 750.000;;$ 750.000;$ 600.000;31/03/2022;-;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;CARTAGENA DE INDIAS
411;Mora temprana OCI;6331344;Anulada;80;EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%;SERVICIOS CREDITICIOS ONLINE DE COL;CC;1006769535;JHON RUBIAN FLOREZ JACINTO;$ 750.000;;$ 750.000;$ 600.000;31/03/2022;-;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;INIRIDA
412;Mora temprana OCI;6127592;Recuperada;50;EMP023 MICROCREDITO EMPRESARIAL *;BANCOLOMBIA;CC;1080180643;DEICY LORNEA AVILA CABALLERO;$ 6.300.000;;$ 7.577.777;$ 3.788.889;31/12/2020;6/08/2020;Incumplimiento en tamaño del deudor;8/04/2022;NO;NEIVA
413;Mora temprana OCI;6098692;Pagada - Proceso de cobro;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CONTACTAR;CC;36980075;IBARRA MUÑOZ NORALBA;$ 6.183.763;;$ 6.183.763;$ 4.328.634;30/09/2020;6/08/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;LA CRUZ
414;Mora temprana OCI;6088183;Pagada - Proceso de cobro;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CONTACTAR;CC;93295819;PULIDO GIRALDO NOHELI;$ 1.072.733;;$ 1.072.733;$ 750.913;9/02/2021;10/09/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;LA CRUZ
415;Mora temprana OCI;6077701;Pagada - Proceso de cobro;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CONTACTAR;CC;87301032;PORTILLA FREDY ARNULFO;$ 1.992.655;;$ 1.992.655;$ 1.394.859;9/02/2021;11/09/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;ALBAN
416;Mora temprana OCI;6098468;Pagada - Proceso de cobro;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CONTACTAR;CC;27275287;TULCAN MUNOZ MARIA AMERICA;$ 7.458.603;;$ 7.458.603;$ 5.221.022;30/09/2020;2/09/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;LA CRUZ
417;Mora temprana OCI;6141829;Pagada - Proceso de cobro;70;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;MIBANCO SA;CC;79748020;WILMAR  LOAIZA OVANDO;$ 5.500.000;;$ 7.483.712;$ 5.238.598;31/07/2021;5/09/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;BOGOTA
418;Mora temprana OCI;5767169;Pagada - Proceso de cobro;80;EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%;SERVICIOS CREDITICIOS ONLINE DE COL;CC;73118430;JUAN CARLOS MARTINEZ CAMACHO;$ 1.070.000;;$ 1.419.169;$ 1.135.335;24/08/2021;18/09/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;BOGOTA
419;Mora temprana OCI;5923036;Pagada - Proceso de cobro;80;EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%;SERVICIOS CREDITICIOS ONLINE DE COL;CC;1117459384;LENIS HIDALGO PANTOJA;$ 750.000;;$ 984.570;$ 787.656;24/08/2021;7/10/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;ARAUCA-81
420;Mora temprana OCI;5931039;Pagada - Proceso de cobro;80;EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%;SERVICIOS CREDITICIOS ONLINE DE COL;CC;16745596;MANUEL SANTAMARÍA NORIEGA;$ 1.000.000;;$ 1.319.185;$ 1.055.348;24/08/2021;9/09/2020;Incumplimiento en el requisito de altura de mora;8/04/2022;NO;CALI
421;Mora temprana OCI;7906998;Anulada;80;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCOLOMBIA;CC;80069536;ROBIXON ARIAS VILLAMIL;$ 48.511.134;;$ 48.511.134;$ 38.808.907;30/04/2022;-;Incumplimiento en el requisito de altura de mora;20/05/2022;NO;BOGOTA
422;Mora temprana OCI;8028969;Extinguida - Reestructurada;80;EMP203 UNIDOS POR COLOMBIA TRABINDEPAL 70%;BANCOLOMBIA;CC;1063277325;MARIA VICTORIA TAPIAS HENAO;$ 10.610.679;Natalia Prado; $ -   ; $ -   ;-;6/10/2021;Incumplimiento en el requisito de altura de mora;20/05/2022;NO;BOGOTA
423;Requisitos Basicos;8087903;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1002536662;LEGUIZAMON MENDOZA OSCAR FERNANDO;$ 3.000.000;Lina Sarmiento; $ -   ; $ -   ;-;15/11/2021;Incumplimiento en tamaño del deudor;26/08/2022;NO;TIBANA
424;Requisitos Basicos;8007291;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1005163666;NAVAS GROFORTH JOHN ANDRES;$ 1.500.000;Lina Sarmiento;$ 1.397.642;$ 838.585;5/07/2022;30/11/2021;Incumplimiento en tamaño del deudor;26/08/2022;NO;BUCARAMANGA
425;Requisitos Basicos;8171996;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1005482943;ALVAREZ GARCIA BRAYAN EVELIO;$ 2.000.000;Lina Sarmiento;$ 1.932.835;$ 1.546.268;5/07/2022;15/11/2021;Diferencia en fecha y monto de desembolso;26/08/2022;NO;SAN VICENTE DE CHUCURI
426;Requisitos Basicos;7900934;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1007540440;BARRIOS GUTIERREZ LAURA MARCELA;$ 1.500.000;Lina Sarmiento;$ 1.294.533;$ 776.720;5/07/2022;30/11/2021;Incumplimiento en tamaño del deudor;26/08/2022;NO;BUCARAMANGA
427;Requisitos Basicos;8066776;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1007970571;HENRIQUEZ JULIO MELANI LORENA;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 559.706;5/07/2022;15/11/2021;Incumplimiento en tamaño del deudor;26/08/2022;NO;CARTAGENA DE INDIAS
428;Requisitos Basicos;8114124;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1193572318;MERCADO MUÑOZ SAIR;$ 2.100.000;Lina Sarmiento;$ 241.499.509;$ 193.199.607;31/07/2022;15/11/2021;Incumplimiento en tamaño del deudor;26/08/2022;NO;BUCARAMANGA
429;Tamaño del deudor;8067566;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCOLOMBIA;NIT;9004079877;GUACAMAYA OIL SERVICES SAS;$ 381.000.000;Carolina Restrepo;$ 190.500.000;$ 133.350.000;30/06/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;BOGOTA
430;Tamaño del deudor;8141506;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO DAVIVIENDA;NIT;9010362365;CITRY TROPICOS DE LA MONTAÑA SAS;$ 276.000.000;Carolina Restrepo;$ 241.499.509;$ 169.049.656;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;BUCARAMANGA
431;Tamaño del deudor;8152117;Anulada;80;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;BANCO DAVIVIENDA;NIT;9009344615;CONINCAG SAS;$ 234.000.000;Carolina Restrepo;$ 224.950.959;$ 179.960.767;31/07/2022;-;Incumplimiento en tamaño del deudor;19/08/2022;NO;TUNJA
432;Tamaño del deudor;8152190;Anulada;80;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;BANCO DAVIVIENDA;NIT;8040107861;INGENIERIA Y TECNOLOGIA ESPECIALIZA;$ 100.000.000;Carolina Restrepo;$ 49.998.663;$ 39.998.930;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;BUCARAMANGA
433;Tamaño del deudor;8152192;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOLOMBIA;CC;70698564;MONSALVE DUQUE JAIRO ALONSO;$ 20.000.000;Carolina Restrepo;$ 13.531.057;$ 10.824.846;30/06/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;TURBO
434;Tamaño del deudor;8155589;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO DE BOGOTA;NIT;9000751083;IMAGEN Y COLOR PUBLICITARIO;$ 90.330.000;Carolina Restrepo;$ 58.069.283;$ 40.648.498;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;MEDELLIN
435;Tamaño del deudor;8159764;Anulada;80;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;BBVA;NIT;8305068902;COTIVIDRIOS S A S;$ 200.000.000;Carolina Restrepo;$ 186.666.666;$ 149.333.333;22/08/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;MEDELLIN
436;Tamaño del deudor;8160025;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO CAJA SOCIAL;NIT;8010007558;BOTERO LOSADA SA;$ 252.000.000;Carolina Restrepo;$ 212.625.000;$ 148.837.500;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;DOSQUEBRADAS
437;Tamaño del deudor;8162137;Anulada;70;EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%;BANCO DE BOGOTA;NIT;9000751083;IMAGEN Y COLOR PUBLICITARIO;$ 439.595.768;Carolina Restrepo;$ 370.908.927;$ 259.636.249;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;MEDELLIN
438;Tamaño del deudor;8162849;Vigente;50;EMP200 CUPOS ROTATIVOS GLOBALES;BANCO AGRARIO;NIT;9012164862;CENTRAL GENETICA EMBRIOBRA FIV;$ 100.000.000;Carolina Restrepo;$ 100.000.000;$ 50.000.000;30/06/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;CALARCA
439;Tamaño del deudor;8165479;Anulada;80;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;BANCO DE BOGOTA;CC;79912409;ROJAS TOVAR CAMILO ERNESTO;$ 205.440.000;Carolina Restrepo;$ 153.950.971;$ 123.160.777;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;NEIVA
440;Tamaño del deudor;8166127;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO AV VILLAS;NIT;9003115698;AGROPECUARIA CRIADERO VILLA MARIA S;$ 100.000.000;Carolina Restrepo;$ 33.858.861;$ 16.929.431;31/07/2022;-;Incumplimiento en tamaño del deudor;9/09/2022;NO;CALI
